patientprocedureid,MediaType,appannotationid,annotationfilepath,annotationfilesize,annotationname,isactive,archivestatus,ProcedureStatus,cognitouser_username,subscriptionstatus,terminationaction,mediaid
2126,Local,392fe008-cb9a-4170-9049-7e5fb0f9fd55,public/2126/A808E908-CC99-4548-BC4D-082BA6ACDB19/images/graphicAnnotation/z_Image_003_z_Anno_001.jpg,0,z_Image_003_z_Anno_001.jpg,1,NULL,NULL,Surgeon203,3,3,332f8c1b-f847-416c-923b-46f16c1e1636
2126,Local,392fe008-c-5fb0-f9-fd55,public/2126/A808E908-CC99-4548-BC4D-082BA6ACDB19/images/graphicAnnotation/z_Image_003_z_Anno_002.jpg,0,z_Image_003_z_Anno_002.jpg,1,NULL,NULL,Surgeon203,3,3,332-f8c1b-f8-e-1636
2126,Local,392fe0-0nd-jdv--vy8-c-5fb0-f9-jd-5,public/2126/A808E908-CC99-4548-BC4D-082BA6ACDB19/images/graphicAnnotation/z_Image_003_z_Anno_002.jpg,0,z_Image_003_z_Anno_003.jpg,1,NULL,NULL,Surgeon203,3,3,332-f8c1b-f8-e-1636
2126,Local,392fe0-0nd-jdv--vy8-c-5fb-0-f9-jd-5,public/2126/A808E908-CC99-4548-BC4D-082BA6ACDB19/images/graphicAnnotation/z_Image_003_z_Anno_002.jpg,0,z_Image_003_z_Anno_003.jpg,1,NULL,NULL,Surgeon203,3,3,332-f8-cdih-c1b-fvj-dshvb8-e-1636
2103,Local,a62f193e-b534-4b87-8c7a-66d0720c6ecc,public/2103/C5767779-56A8-456B-B2AF-24FC78426AD0/images/graphicAnnotation/z_Image_001_z_Anno_002.jpg,0,z_Image_001_z_Anno_002.jpg,1,NULL,NULL,Surgeon203,3,3,bc36739f-a5f7-4a30-805f-723aa81edc2e
2103,Local,a62f-193e-b534-4b87-8c7a-66d072-0c6ecc,public/2103/C5767779-56A8-456B-B2AF-24FC78426AD0/images/graphicAnnotation/z_Image_001_z_Anno_003.jpg,0,z_Image_001_z_Anno_003.jpg,1,NULL,NULL,Surgeon203,3,3,bc36739f-a5-30-8-a81edc2e
2127,Local,4a91b75a-deec-42c2-b7b9-de594b4d6b29,public/2127/A8-CB-ED-A-6ACD-B19/images/graphicAnnotation/z_Image_001_z_Anno_003.jpg,0,z_Image_001_z_Anno_003.jpg,1,NULL,NULL,Surgeon203,3,3,eec42850-0245-49c1-9795-3024510b1d24
2109,Local,06a1d6d5-2f00-4e1c-bb1e-6a6137cb8540,public/2109/2AACD33D-700A-4654-9819-5F3CA7DD2899/images/graphicAnnotation/z_Image_002_z_Anno_001.jpg,0,z_Image_002_z_Anno_001.jpg,1,NULL,NULL,Surgeon203,3,3,4cea94a7-a048-446d-bf1d-638093f7b2b9
2103,Local,60e587ba-acfd-4cfe-b319-ba1aaf5cfb48,public/2103/C5767779-56A8-456B-B2AF-24FC78426AD0/images/textAnnotations/z_Image_001_z_Anno_002_z_ru.html,0,z_Image_001_z_Anno_002_z_ru,1,NULL,NULL,Surgeon203,3,3,ba98dd63-edb8-4745-bf6c-e162aab0f554
2132,Local,54d9a514-78f4-4a99-985b-968ff1e673cc,public/2132/0ED98DDC-299F-4032-8BD0-98D3E8D5E493/images/textAnnotations/z_Image_002_z_rm.html,0,z_Image_002_z_rm,1,NULL,2,Surgeon12,3,1,7e0ffbbc-74b5-434e-8f22-c3976e4700df
2099,Local,5bfc209f-8464-4f04-9ebc-c91d9a1d4d9c,public/2099/F41EFADB-3F31-4CBC-95DA-9807ADA9F7CC/images/textAnnotations/z_Image_009_z_sh.html,0,z_Image_009_z_sh,1,NULL,4,Devuser.10,11,3,8d2483bb-8ae7-473d-ba41-daebac329df5
2099,Local,6d365443-7575-406d-b8ca-2789224826f6,public/2099/F41EFADB-3F31-4CBC-95DA-9807ADA9F7CC/audiosAnnotations/z_Image_009_z_save.mp3,0,z_Image_009_z_save.mp3,1,NULL,4,Devuser.10,11,3,8d2483bb-8ae7-473d-ba41-daebac329df5
2105,Local,14e44542-9184-4aaa-95b5-efcf9c759492,public/2105/D0F7BD5E-830E-4340-AFF6-2300F63BB768/images/textAnnotations/Image_006_z_test.html,0,Image_006_z_test,1,NULL,NULL,Devuser.10,11,3,C4D0D22E-FCBD-414E-8811-1C493F9F096F
2105,Local,5ebe2674-aa34-43bf-afa1-c9ed9539031f,public/2105/D0F7BD5E-830E-4340-AFF6-2300F63BB768/images/graphicAnnotation/Image_006_z_Anno_001.jpg,0,Image_006_z_Anno_001.jpg,1,NULL,NULL,Devuser.10,11,3,C4D0D22E-FCBD-414E-8811-1C493F9F096F
2098,Local,4f538dcf-3ce5-4e98-aff7-edbf127b965e,public/2098/52E5D75E-01A4-4325-B2BD-C7C5040FE2B0/images/textAnnotations/z_Image_001_z_fddfasd.html,0,z_Image_001_z_fddfasd,1,NULL,NULL,Devuser.10,11,3,7374f1d2-5e84-43ce-a1b9-36ae4fc1a763
2090,Local,4fb4b686-8728-449c-9e33-174178f874ed,public/2090/BFAA0DFF-E499-438B-85E7-F85E245E1974/images/textAnnotations/z_Image_003_z_Tharun.html,0,z_Image_003_z_Tharun,1,NULL,NULL,Devuser.10,11,3,f2df4832-40f7-4547-9184-7e940dd8e785
2090,Local,32a6bee6-758c-4c3b-835f-8b9bb0b4cf9d,public/2090/BFAA0DFF-E499-438B-85E7-F85E245E1974/audiosAnnotations/z_Image_003_z_Tharun.mp3,0,z_Image_003_z_Tharun.mp3,1,NULL,NULL,Devuser.10,11,3,f2df4832-40f7-4547-9184-7e940dd8e785
2090,Local,0b895c70-ed01-43a4-8cc9-e2ef8a77f63a,public/2090/BFAA0DFF-E499-438B-85E7-F85E245E1974/images/graphicAnnotation/z_Image_003_z_Anno_001.jpg,0,z_Image_003_z_Anno_001.jpg,1,NULL,NULL,Devuser.10,11,3,f2df4832-40f7-4547-9184-7e940dd8e785
2090,Local,5e4b5057-c209-4142-ba4b-271f597008a2,public/2090/BFAA0DFF-E499-438B-85E7-F85E245E1974/images/textAnnotations/z_Image_003_z_Anno_001_z_tesannot.html,0,z_Image_003_z_Anno_001_z_tesannot,1,NULL,NULL,Devuser.10,11,3,7b77c4b6-a275-44e0-b92d-1850a2ed7ecb
2134,Local,c46f1a63-3715-4033-b245-cf811cac7094,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/images/textAnnotations/z_Image_003_z_textAnnot.html,0,z_Image_003_z_textAnnot,1,NULL,2,devRenameTest1,10,NULL,543ab261-53d9-42e6-9124-7ca1f2f59987
2134,Local,5c64ffde-5996-41ed-91f9-a53c826692ac,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/audiosAnnotations/z_Image_003_z_dsfadf.mp3,0,z_Image_003_z_dsfadf.mp3,1,NULL,2,devRenameTest1,10,NULL,543ab261-53d9-42e6-9124-7ca1f2f59987
2134,Local,5eb72af0-5c2f-4039-92bd-c9dd9df7a1cb,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/images/graphicAnnotation/z_Image_003_z_Anno_001.jpg,0,z_Image_003_z_Anno_001.jpg,1,NULL,2,devRenameTest1,10,NULL,543ab261-53d9-42e6-9124-7ca1f2f59987
2137,Local,secure_20200504202047_test30F5AB66A-C647-4809-925E-D01CAC65E6C6,public/2137/6354507D-1476-41CC-A33E-00400420BA34/pdfs/textAnnotation/secure_20200504202047_test3.html,0,secure_20200504202047_test3,1,NULL,2,Surgeon.01,10,NULL,secure_2020050420204782B111C0-63A6-4999-BCA3-4F9A5897DBD4
2137,Local,Image_005_Anno_001C4EA8138-5B96-4721-9D3D-783A468248F9,public/2137/6354507D-1476-41CC-A33E-00400420BA34/images/graphicAnnotation/Image_005_Anno_001.jpg,0,Image_005_Anno_001,1,NULL,2,Surgeon.01,10,NULL,07817280-90D8-47BD-8B73-3B5F3CADA2BF
2137,Local,secure_20200504202103_test8871CF60-B1FF-4237-A06E-9A76A2662CB6,public/2137/6354507D-1476-41CC-A33E-00400420BA34/pdfs/audioAnnotation/secure_20200504202103_test.m4a,0,secure_20200504202103_test,1,NULL,2,Surgeon.01,10,NULL,secure_2020050420210348590084-CC8F-4A07-AE9F-87BBAC35CB1B
2137,Local,secure_20200504202103_testD824C2DF-6ABA-4D6A-85E7-FF1A08C771E7,public/2137/6354507D-1476-41CC-A33E-00400420BA34/pdfs/textAnnotation/secure_20200504202103_test.html,0,secure_20200504202103_test,1,NULL,2,Surgeon.01,10,NULL,secure_2020050420210348590084-CC8F-4A07-AE9F-87BBAC35CB1B
2137,Local,secure_20200504202052_test291C106BC-2DA3-4B76-9664-2857D005608E,public/2137/6354507D-1476-41CC-A33E-00400420BA34/pdfs/textAnnotation/secure_20200504202052_test2.html,0,secure_20200504202052_test2,1,NULL,2,Surgeon.01,10,NULL,secure_20200504202052F9246BB0-3910-4194-84FB-2FB8EE2A9677
2137,Local,secure_20200504202047_testCA02C107-CFC6-405B-A434-260AB19EBCC5,public/2137/6354507D-1476-41CC-A33E-00400420BA34/pdfs/audioAnnotation/secure_20200504202047_test.m4a,0,secure_20200504202047_test,1,NULL,2,Surgeon.01,10,NULL,secure_2020050420204782B111C0-63A6-4999-BCA3-4F9A5897DBD4
2137,Local,secure_20200504202052_test2D1DA3AD7-C3F9-4D69-AE31-60F9FFDD1529,public/2137/6354507D-1476-41CC-A33E-00400420BA34/pdfs/audioAnnotation/secure_20200504202052_test2.m4a,0,secure_20200504202052_test2,1,NULL,2,Surgeon.01,10,NULL,secure_20200504202052F9246BB0-3910-4194-84FB-2FB8EE2A9677
2137,Local,Image_006_Anno_001FD1457CE-4BCA-41E1-8654-3E6C4698A668,public/2137/6354507D-1476-41CC-A33E-00400420BA34/images/graphicAnnotation/Image_006_Anno_001.jpg,0,Image_006_Anno_001,1,NULL,2,Surgeon.01,10,NULL,2B5CAC6C-BABE-494B-AAC0-145078B61C70
2137,Local,Image_006_test59EE1307-26EE-4601-BED7-3E4111CB7968,public/2137/6354507D-1476-41CC-A33E-00400420BA34/images/textAnnotation/Image_006_test.html,0,Image_006_test,1,NULL,2,Surgeon.01,10,NULL,2B5CAC6C-BABE-494B-AAC0-145078B61C70
2137,Local,Image_006_test44C4E7C8-31DD-4932-884F-B379951D806B,public/2137/6354507D-1476-41CC-A33E-00400420BA34/images/audioAnnotation/Image_006_test.m4a,0,Image_006_test,1,NULL,2,Surgeon.01,10,NULL,2B5CAC6C-BABE-494B-AAC0-145078B61C70
2137,Local,Image_005_yesD3B76A22-68ED-4A48-9903-36B92256D1A2,public/2137/6354507D-1476-41CC-A33E-00400420BA34/images/textAnnotation/Image_005_yes.html,0,Image_005_yes,1,NULL,2,Surgeon.01,10,NULL,07817280-90D8-47BD-8B73-3B5F3CADA2BF
2137,Local,Image_005_test6C19DD80-F5BC-4EF7-BD17-B574F3079F28,public/2137/6354507D-1476-41CC-A33E-00400420BA34/images/audioAnnotation/Image_005_test.m4a,0,Image_005_test,1,NULL,2,Surgeon.01,10,NULL,07817280-90D8-47BD-8B73-3B5F3CADA2BF
2137,Local,sample_video_video80673F46-56A1-4EF6-BE2B-C63392D16252,public/2137/6354507D-1476-41CC-A33E-00400420BA34/videos/textAnnotation/sample_video_video.html,0,sample_video_video,1,NULL,2,Surgeon.01,10,NULL,828F1B80-D6C9-492D-BCFE-124B135A0BF1
2137,Local,sample_video_test9F29E77A-2216-4A25-80E0-7C7BA41F19E8,public/2137/6354507D-1476-41CC-A33E-00400420BA34/videos/audioAnnotation/sample_video_test.m4a,0,sample_video_test,1,NULL,2,Surgeon.01,10,NULL,828F1B80-D6C9-492D-BCFE-124B135A0BF1
2140,Local,Image_001_Anno_0036CE4E879-DAB2-40B0-A276-B52338752282,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/images/graphicAnnotation/Image_001_Anno_003.jpg,0,Image_001_Anno_003,1,NULL,2,Surgeon.03,10,NULL,292F7BEA-8AAD-49DD-A336-EC756BB22ECB
2140,Local,Image_001_Anno_001D6B9DAD5-CEB0-4490-8750-99160E298098,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/images/graphicAnnotation/Image_001_Anno_001.jpg,0,Image_001_Anno_001,1,NULL,2,Surgeon.03,10,NULL,292F7BEA-8AAD-49DD-A336-EC756BB22ECB
2140,Local,Image_001_testDAA88639-FF08-4422-B2CA-8C5B968F2383,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/images/textAnnotation/Image_001_test.html,0,Image_001_test,1,NULL,2,Surgeon.03,10,NULL,292F7BEA-8AAD-49DD-A336-EC756BB22ECB
2140,Local,Image_001_test32232DE3F-401E-4934-9CEB-8C88BD6C968E,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/images/textAnnotation/Image_001_test3.html,0,Image_001_test3,1,NULL,2,Surgeon.03,10,NULL,292F7BEA-8AAD-49DD-A336-EC756BB22ECB
2140,Local,Image_001_test18CAA1AE0-B783-4577-90E2-BACA79D917A9,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/images/textAnnotation/Image_001_test1.html,0,Image_001_test1,1,NULL,2,Surgeon.03,10,NULL,292F7BEA-8AAD-49DD-A336-EC756BB22ECB
2140,Local,Image_001_test240749717-45CC-4C10-B466-93B3D30D1D12,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/images/audioAnnotation/Image_001_test2.m4a,0,Image_001_test2,1,NULL,2,Surgeon.03,10,NULL,292F7BEA-8AAD-49DD-A336-EC756BB22ECB
2140,Local,Image_001_Anno_00239BB29F9-2D69-45C7-AF62-C8E389FCA489,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/images/graphicAnnotation/Image_001_Anno_002.jpg,0,Image_001_Anno_002,1,NULL,2,Surgeon.03,10,NULL,292F7BEA-8AAD-49DD-A336-EC756BB22ECB
2140,Local,Image_001_test6DC66656-69D2-4DB6-B3AE-D21EDFC7A8F9,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/images/audioAnnotation/Image_001_test.m4a,0,Image_001_test,1,NULL,2,Surgeon.03,10,NULL,292F7BEA-8AAD-49DD-A336-EC756BB22ECB
2142,Local,sample_video_sudio8F237166-DCEF-4117-B009-1B6641DEFFC9,public/2142/D2460C15-7BD0-4EFA-8ABB-32D7E7763C56/videos/audioAnnotation/sample_video_sudio.m4a,0,sample_video_sudio,1,NULL,NULL,Surgeon.04,6,3,EA6DCCDF-E4EB-40DE-8E52-EF8746C18785
2142,Local,sample_video_testB448DE9F-8A6A-4944-8753-2799B57E3DF3,public/2142/D2460C15-7BD0-4EFA-8ABB-32D7E7763C56/videos/textAnnotation/sample_video_test.html,0,sample_video_test,1,NULL,NULL,Surgeon.04,6,3,EA6DCCDF-E4EB-40DE-8E52-EF8746C18785
2142,Local,Image_001_Anno_002571E883A-F278-4DD0-B643-BCCDDEBCC26E,public/2142/D2460C15-7BD0-4EFA-8ABB-32D7E7763C56/images/graphicAnnotation/Image_001_Anno_002.jpg,0,Image_001_Anno_002,1,NULL,NULL,Surgeon.04,6,3,70D92C20-2B54-4ED0-A176-2C6225E65A6B
2142,Local,Image_001_Anno_001EE5F1A39-5FE4-42DB-B044-6C945054304C,public/2142/D2460C15-7BD0-4EFA-8ABB-32D7E7763C56/images/graphicAnnotation/Image_001_Anno_001.jpg,0,Image_001_Anno_001,1,NULL,NULL,Surgeon.04,6,3,70D92C20-2B54-4ED0-A176-2C6225E65A6B
2142,Local,Image_001_testCB9B2F15-491D-4393-9999-0AFB186D0D8E,public/2142/D2460C15-7BD0-4EFA-8ABB-32D7E7763C56/images/audioAnnotation/Image_001_test.m4a,0,Image_001_test,1,NULL,NULL,Surgeon.04,6,3,70D92C20-2B54-4ED0-A176-2C6225E65A6B
2142,Local,Image_001_test218D3C4E-C348-4575-B604-BD06CFEDDBC7,public/2142/D2460C15-7BD0-4EFA-8ABB-32D7E7763C56/images/textAnnotation/Image_001_test.html,0,Image_001_test,1,NULL,NULL,Surgeon.04,6,3,70D92C20-2B54-4ED0-A176-2C6225E65A6B
2142,Local,patient_20200505163300_tedtDE7D0112-36CC-425C-9602-638197DC7639,public/2142/D2460C15-7BD0-4EFA-8ABB-32D7E7763C56/pdfs/textAnnotation/patient_20200505163300_tedt.html,0,patient_20200505163300_tedt,1,NULL,NULL,Surgeon.04,6,3,patient_202005051633008ECA4456-F2AB-406F-8414-9A20D9886EC4
2142,Local,patient_20200505163300_test84B7C24C-9AB9-48DD-B11B-D41FEAC9F456,public/2142/D2460C15-7BD0-4EFA-8ABB-32D7E7763C56/pdfs/audioAnnotation/patient_20200505163300_test.m4a,0,patient_20200505163300_test,1,NULL,NULL,Surgeon.04,6,3,patient_202005051633008ECA4456-F2AB-406F-8414-9A20D9886EC4
2142,Local,secure_20200505163229_test32906B02-1EEE-423B-9029-E97A67793CB7,public/2142/D2460C15-7BD0-4EFA-8ABB-32D7E7763C56/pdfs/textAnnotation/secure_20200505163229_test.html,0,secure_20200505163229_test,1,NULL,NULL,Surgeon.04,6,3,secure_20200505163229299BA179-3FF3-446C-8AAC-5E83F21E2BBF
2142,Local,secure_20200505163229_tetC3FF4913-6010-492A-8629-62CA42C09DDE,public/2142/D2460C15-7BD0-4EFA-8ABB-32D7E7763C56/pdfs/audioAnnotation/secure_20200505163229_tet.m4a,0,secure_20200505163229_tet,1,NULL,NULL,Surgeon.04,6,3,secure_20200505163229299BA179-3FF3-446C-8AAC-5E83F21E2BBF
2134,Local,7cb19732-31b5-43a3-bda8-b965a567622a,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/images/textAnnotations/z_Image_003_z_testAnnot.html,0,z_Image_003_z_testAnnot,1,NULL,2,devRenameTest1,10,NULL,543ab261-53d9-42e6-9124-7ca1f2f59987
2105,Local,e0768f1c-9a33-4e08-acef-e470220a37ce,public/2105/D0F7BD5E-830E-4340-AFF6-2300F63BB768/audiosAnnotations/z_Video_001_z_Audio.mp3,0,z_Video_001_z_Audio.mp3,1,NULL,NULL,Devuser.10,11,3,0c0b1160-d086-4692-a8db-5e4a00388bf8
2099,Local,8a04f42d-2cff-4a6d-a0ef-383410cb680b,public/2099/F41EFADB-3F31-4CBC-95DA-9807ADA9F7CC/images/textAnnotations/z_Image_012_z_testlocal.html,0,z_Image_012_z_testlocal,0,NULL,4,Devuser.10,11,3,d72a4927-83f7-4fa5-be1d-a94f92c74d6e
2134,Local,6b7a93d3-4fd9-4261-8df2-1cc9d219ffb4,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/images/textAnnotations/z_patient_20200504190726_z_testAnnotpdf.html,0,z_patient_20200504190726_z_testAnnotpdf,1,NULL,2,devRenameTest1,10,NULL,8924f85c-486c-4056-9dcb-fbaac39eaa0a
2134,Local,0b44932d-8d23-467c-bb41-10e77388ff29,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/audiosAnnotations/z_Image_007_z_test34aud.mp3,0,z_Image_007_z_test34aud.mp3,0,NULL,2,devRenameTest1,10,NULL,b5751927-8d9d-4499-98af-8a2682735780
2134,Local,07a2b9fc-b9da-4e6d-b835-3057dda95437,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/images/textAnnotations/z_Image_006_z_testAnn06.html,0,z_Image_006_z_testAnn06,0,NULL,2,devRenameTest1,10,NULL,71e29ce4-4773-42c1-aa2a-c31a7df01b3c
2134,Local,7df6da02-a1ba-4e26-952d-0c764abf27d2,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/images/textAnnotations/z_Image_003_z_Anno_001_z_sdssddsfa.html,0,z_Image_003_z_Anno_001_z_sdssddsfa,1,NULL,2,devRenameTest1,10,NULL,ca7be0fe-9562-47a4-ada3-57b142c2668b
2134,Local,db6d6681-6b62-4402-b2c8-e48dda349eba,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/audiosAnnotations/z_Image_006_z_erywyrey.mp3,0,z_Image_006_z_erywyrey.mp3,0,NULL,2,devRenameTest1,10,NULL,71e29ce4-4773-42c1-aa2a-c31a7df01b3c
2140,Local,3fbbeed9-6d27-4806-8156-d0fba38a9d12,public/2140/A6E604BB-3323-40BD-8A54-EF2558058EAC/audiosAnnotations/Image_001_Anno_003_z_fgfg.mp3,0,Image_001_Anno_003_z_fgfg.mp3,1,NULL,2,Surgeon.03,10,NULL,82B9F7A0-D9D5-4354-B5E2-E424E59E02B7
2158,Local,25c2548e-82eb-4713-9af9-9cd32e73c294,public/2158/D883D4B2-42DF-48A4-BA18-8AD718FA2148/images/graphicAnnotation/z_Image_002_z_Anno_001.jpg,0,z_Image_002_z_Anno_001.jpg,1,NULL,4,Surgeon.03,10,NULL,a55c4695-3aa0-4bde-8e9c-5c9f4ee59187
2134,Local,2003189f-0342-426e-9c4d-683a7e5b3da0,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/images/textAnnotations/z_Image_003_z_test1ann.html,0,z_Image_003_z_test1ann,1,NULL,2,devRenameTest1,10,NULL,543ab261-53d9-42e6-9124-7ca1f2f59987
2159,Local,Image_004_Anno_00106BBEB29-8863-4276-9A57-FA792F50A497,public/2159/8986DC88-FC35-4C66-9D7A-FC89C334B070/images/graphicAnnotation/Image_004_Anno_001.jpg,0,Image_004_Anno_001,1,NULL,NULL,devRenameTest1,10,NULL,021AC05B-E77D-4CD2-AEFB-E7920BBE4FFA
2134,Local,5a6994f6-9680-4230-90b3-d309e5dc9bee,public/2134/2C412ECE-A178-4DAA-B99E-CD4434C8B672/images/textAnnotations/z_Image_010_z_testNewAnno12.html,0,z_Image_010_z_testNewAnno12,1,NULL,2,devRenameTest1,10,NULL,0dad2352-a47b-44e7-95ed-c81527e0dd1b
2098,Local,c5163ff0-99ee-4a87-8337-459b7225de0d,public/2098/52E5D75E-01A4-4325-B2BD-C7C5040FE2B0/images/textAnnotations/z_Image_003_z_ee.html,0,z_Image_003_z_ee,1,NULL,NULL,Devuser.10,11,3,820c4c24-ccd6-46fd-a951-38f846b4ee2a
2160,Local,9ec7626b-6473-43c1-ba70-49b34100093a,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/textAnnotations/z_exmplImg_B_z_testAnnForB.html,0,z_testAnnForB,1,NULL,NULL,devRenameTest1,10,NULL,fe99e3ee-abd8-48cc-a54b-28d3784efe20
2160,Local,4e655107-f7ab-4a6c-8550-e56e31b87e3a,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/audiosAnnotations/z_patient_test-pdfupload_z_testAudForPdf.mp3,0,z_patient_test-pdfupload_z_testAudForPdf.mp3,1,NULL,NULL,devRenameTest1,10,NULL,6183f761-578a-4886-afa2-56ed7e54ab07
2160,Local,cb6eccad-01cb-4c50-b9a5-0d82b70239e4,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/graphicAnnotation/z_exmplImg_B_z_Anno_001.jpg,0,z_exmplImg_B_z_Anno_001.jpg,0,NULL,NULL,devRenameTest1,10,NULL,fe99e3ee-abd8-48cc-a54b-28d3784efe20
2160,Local,14c07dc3-55c5-4c1e-9bb2-51a95b1bc95a,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/graphicAnnotation/z_exmplImg_B_z_Anno_002.jpg,0,z_exmplImg_B_z_Anno_002.jpg,1,NULL,NULL,devRenameTest1,10,NULL,fe99e3ee-abd8-48cc-a54b-28d3784efe20
2160,Local,07a470c3-fe6d-4daa-aed8-077828760298,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/graphicAnnotation/z_exmplImg_B_z_Anno_003.jpg,0,z_exmplImg_B_z_Anno_003.jpg,0,NULL,NULL,devRenameTest1,10,NULL,674b454e-5776-44fb-8765-0cd5bb591f47
2143,Local,16756c38-c236-4ec2-b11a-b421e21368b4,public/2143/413B86EF-824B-457F-8C6D-2175360F21A3/images/textAnnotations/Image_006_z_test.html,0,Image_006_z_test,0,NULL,NULL,Madhu101,1,NULL,19E94CC8-DC8C-412A-91D8-788F16258CA7
2162,Local,Image_005_Anno_0017A3EAA47-B2AE-4D58-9D5E-36DFB4675FDB,public/2162/1A160C7D-EAAC-435B-A387-EE976A3663C4/images/graphicAnnotation/Image_005_Anno_001.jpg,0,Image_005_Anno_001,1,NULL,NULL,Devuser.10,11,3,2E18EBB2-1952-4FF8-A7E1-015110CF6BA1
2160,Local,95efeb8b-39cf-4b06-a37a-27ffd8e9d512,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/audiosAnnotations/z_patient_test-pdfupload_z_audAnnot.mp3,0,z_patient_test-pdfupload_z_audAnnot.mp3,1,NULL,NULL,devRenameTest1,10,NULL,6183f761-578a-4886-afa2-56ed7e54ab07
2164,Local,Image_003_annn2D8FEA90-3C99-4BBB-828C-61574B9790FB,public/2164/8B6D618A-B46B-493B-8381-003D68EF909B/images/textAnnotation/Image_003_annn.html,0,Image_003_annn,1,NULL,NULL,Devuser.10,11,3,FA13090A-6352-4967-81CB-78B16AD3A690
2164,Local,Image_003_Anno_001EA65EC93-E101-4DDE-9D76-B13BB2148FF7,public/2164/8B6D618A-B46B-493B-8381-003D68EF909B/images/graphicAnnotation/Image_003_Anno_001.jpg,0,annn,1,NULL,NULL,Devuser.10,11,3,FA13090A-6352-4967-81CB-78B16AD3A690
2164,Local,ann2_Anno_001C904DC09-F074-4C6B-AEDD-887FC8D8AD86,public/2164/8B6D618A-B46B-493B-8381-003D68EF909B/images/graphicAnnotation/ann2_Anno_001.jpg,0,ann2_Anno_001,1,NULL,NULL,Devuser.10,11,3,BACF24F3-1F7E-46BD-AD7A-4C644C45C511
2164,Local,Image_005_Anno_001663AB281-608A-464A-BDE7-9D673FF2F890,public/2164/8B6D618A-B46B-493B-8381-003D68EF909B/images/graphicAnnotation/Image_005_Anno_001.jpg,0,Image_005_Anno_001,1,NULL,NULL,Devuser.10,11,3,904CF3AC-DA6B-4166-A92E-541546BB90CB
2164,Local,Image_007_Anno_0012C58B475-C7B4-4E77-95B8-EB52A0639896,public/2164/C8D89BD9-91C9-4C3D-BBD8-E890C639ABC8/images/graphicAnnotation/ann7c.jpg,0,ann7c,1,NULL,NULL,Devuser.10,11,3,Image_0070A231E30-B454-4482-B390-3CA61983F249
2143,Local,6c4c12d6-9dd2-4393-a978-33c53b5404f2,public/2143/413B86EF-824B-457F-8C6D-2175360F21A3/images/textAnnotations/Image_006_z_Test.html,0,Image_006_z_Test,1,NULL,NULL,Madhu101,1,NULL,19E94CC8-DC8C-412A-91D8-788F16258CA7
2143,Local,95bce8e4-7117-46d0-98a3-5a33f4d42803,public/2143/413B86EF-824B-457F-8C6D-2175360F21A3/images/textAnnotations/z_patient_20200514160541_z_test1.html,0,z_patient_20200514160541_z_test1,1,NULL,NULL,Madhu101,1,NULL,92f2f51c-0440-47d9-9e45-c086d96c01c4
2165,Local,Image_002_img2227A90DA-B4A7-4E64-BAA8-954958E8BFEB,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/images/textAnnotation/Image_002_img2.html,0,Image_002_img2,1,NULL,4,Madhu101,1,NULL,0A1D1507-4EBB-49B9-A84C-6D56CA9FE712
2165,Local,Image_002_img2audioF621E831-873E-479D-8FB4-6DD1B1D1F1DB,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/images/audioAnnotation/Image_002_img2audio.m4a,0,Image_002_img2audio,1,NULL,4,Madhu101,1,NULL,0A1D1507-4EBB-49B9-A84C-6D56CA9FE712
2165,Local,Image_004_img4audioD6BA7E64-91A4-41EA-B558-A0E6F7838310,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/images/audioAnnotation/Image_004_img4audio.m4a,0,Image_004_img4audio,1,NULL,4,Madhu101,1,NULL,762A8408-E99E-409D-843E-3ED4BE87597F
