patientprocedureid,MediaType,appannotationid,annotationfilepath,annotationfilesize,annotationname,isactive,archivestatus,ProcedureStatus,cognitouser_username,subscriptionstatus,terminationaction,mediaid
2165,Local,Image_004_img4ACDB1162-AB94-47FA-8AC9-654B86CDD3B7,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/images/textAnnotation/Image_004_img4.html,0,Image_004_img4,1,NULL,4,Madhu101,1,NULL,762A8408-E99E-409D-843E-3ED4BE87597F
2165,Local,Image_001_img1audio6AC2E971-E414-4477-A201-0ACB6E20B761,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/images/audioAnnotation/Image_001_img1audio.m4a,0,Image_001_img1audio,0,NULL,4,Madhu101,1,NULL,C17AABAB-F817-47E2-AA9B-D7D706A8EDEA
2165,Local,Image_001_img110A20E59-653D-4DA3-9730-808046E68722,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/images/textAnnotation/Image_001_img1.html,0,Image_001_img1,0,NULL,4,Madhu101,1,NULL,C17AABAB-F817-47E2-AA9B-D7D706A8EDEA
2165,Local,sample_video_videoaudioD5220D41-A567-47E6-A7F3-280328CE2FFF,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/videos/audioAnnotation/sample_video_videoaudio.m4a,0,sample_video_videoaudio,1,NULL,4,Madhu101,1,NULL,52EFDAE2-B450-4CE2-A59F-7218A2AE0FE1
2165,Local,sample_video_video31AAEC8F-95E7-4B2C-ACD2-54BCDDC3FA14,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/videos/textAnnotation/sample_video_video.html,0,sample_video_video,1,NULL,4,Madhu101,1,NULL,52EFDAE2-B450-4CE2-A59F-7218A2AE0FE1
2165,Local,Image_003_img392FDBA17-F8CD-45C0-954B-C05B5CC35004,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/images/textAnnotation/Image_003_img3.html,0,Image_003_img3,1,NULL,4,Madhu101,1,NULL,6FFFACE9-FA55-4C84-AD68-9AE6052A99F0
2165,Local,Image_003_img3audio8F86E03B-53D3-48DC-8ADA-0135F44E33C4,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/images/audioAnnotation/Image_003_img3audio.m4a,0,Image_003_img3audio,1,NULL,4,Madhu101,1,NULL,6FFFACE9-FA55-4C84-AD68-9AE6052A99F0
2165,Local,secure_20200514042255_securetext990D60E0-1A40-43AA-96DF-D0E02A6A65DB,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/pdfs/textAnnotation/secure_20200514042255_securetext.html,0,secure_20200514042255_securetext,1,NULL,4,Madhu101,1,NULL,secure_202005140422553EC80A2D-F565-4799-988F-11A7A3B80BAE
2165,Local,secure_20200514042255_secureaudio47B6F187-FB2A-40B6-886F-4F75654952C0,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/pdfs/audioAnnotation/secure_20200514042255_secureaudio.m4a,0,secure_20200514042255_secureaudio,1,NULL,4,Madhu101,1,NULL,secure_202005140422553EC80A2D-F565-4799-988F-11A7A3B80BAE
2165,Local,patient_20200514042251_report03D04BD1-F608-4238-82F3-8B2E414BE331,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/pdfs/textAnnotation/patient_20200514042251_report.html,0,patient_20200514042251_report,1,NULL,4,Madhu101,1,NULL,patient_20200514042251C7DC8FC2-9D17-4A97-977A-00F556BA0878
2165,Local,patient_20200514042251_fullreportaudio3492CAAA-CC44-400E-8002-980D49C7DF81,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/pdfs/audioAnnotation/patient_20200514042251_fullreportaudio.m4a,0,patient_20200514042251_fullreportaudio,1,NULL,4,Madhu101,1,NULL,patient_20200514042251C7DC8FC2-9D17-4A97-977A-00F556BA0878
2165,Local,Image_006_img6audio66BE94F3-108A-4118-9F26-27320D8CAF94,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/images/audioAnnotation/Image_006_img6audio.m4a,0,Image_006_img6audio,0,NULL,4,Madhu101,1,NULL,D3D9B85E-94C4-4AD2-8051-FCB690B97B51
2165,Local,Image_006_img63EC211EE-124F-437E-B34B-0A3F8750B396,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/images/textAnnotation/Image_006_img6.html,0,Image_006_img6,0,NULL,4,Madhu101,1,NULL,D3D9B85E-94C4-4AD2-8051-FCB690B97B51
2165,Local,Image_005_img5audioC224FA2F-1C1F-4E6F-A2C5-8978EC424897,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/images/audioAnnotation/Image_005_img5audio.m4a,0,Image_005_img5audio,1,NULL,4,Madhu101,1,NULL,A08443FB-5E20-4AF1-BAE5-8B39D70480D3
2165,Local,Image_005_img59BD9DC5D-1447-4BD9-AFA6-2C17D0756845,public/2165/BB231C83-C9A0-4A90-BBAB-83A809474335/images/textAnnotation/Image_005_img5.html,0,Image_005_img5,1,NULL,4,Madhu101,1,NULL,A08443FB-5E20-4AF1-BAE5-8B39D70480D3
2164,Local,1b05730c-90d0-41d4-9e13-62d5eaf5c9d2,public/2164/8B6D618A-B46B-493B-8381-003D68EF909B/images/graphicAnnotation/Image_001_z_Anno_001.jpg,0,Image_001_z_Anno_001.jpg,1,NULL,NULL,Devuser.10,11,3,75A20823-41CC-474D-8C7A-57E6BA7AA761
2168,Local,Image_001_localT7516666E-04F4-4272-A2D7-63AD393E198B,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/textAnnotation/Image_001_localT.html,0,localts,1,NULL,2,Devuser.10,11,3,25145DD9-F2F2-4949-B478-DB3943CB502B
2160,Local,1a18784d-79d6-4326-9938-af3087d8fdb9,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/graphicAnnotation/z_Image_001_z_Anno_001.jpg,0,z_Image_001_z_Anno_001.jpg,1,NULL,NULL,devRenameTest1,10,NULL,46243599-ea01-4d83-b431-077d19a58efa
2160,Local,fa99da3f-0a7b-4211-9797-b3349c8474ab,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/textAnnotations/z_Image_001_z_TEST123.html,0,z_TEST123Rename,1,NULL,NULL,devRenameTest1,10,NULL,46243599-ea01-4d83-b431-077d19a58efa
2160,Local,9ee758c8-a3c4-434a-969f-90b7336fadeb,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/textAnnotations/z_Image_001_z_FULLNAMESKDSLKD.html,0,z_Rename1Testfull,1,NULL,NULL,devRenameTest1,10,NULL,46243599-ea01-4d83-b431-077d19a58efa
2160,Local,a633ca85-105d-404d-b895-097927a2f103,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/audiosAnnotations/z_Image_001_z_TESTSFULLNAMESD.mp3,0,z_Image_001_z_TESTSFULLNAMESD.mp3,0,NULL,NULL,devRenameTest1,10,NULL,46243599-ea01-4d83-b431-077d19a58efa
2160,Local,52df2a8e-470e-4fa8-a137-eaebb97434f2,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/graphicAnnotation/z_exmplImg_B_z_Anno_003.jpg,0,z_exmplImg_B_z_Anno_003.jpg,1,NULL,NULL,devRenameTest1,10,NULL,fe99e3ee-abd8-48cc-a54b-28d3784efe20
2097,Local,8d4c3669-9962-45c0-b3e2-ad7c7652f7b3,public/2097/D300BC5D-32C5-4646-9D52-BF07E621690A/images/graphicAnnotation/z_Image_006_z_Anno_001.jpg,0,z_Image_006_z_Anno_001.jpg,1,NULL,NULL,Devuser.10,11,3,d0f0a47c-bedd-435d-a6aa-ddafdddc604f
2168,Local,17a48df9-ec78-4b17-89f3-394a19008d41,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/graphicAnnotation/Image_001_z_Anno_001.jpg,0,Image_001_z_Anno_001.jpg,1,NULL,2,Devuser.10,11,3,25145DD9-F2F2-4949-B478-DB3943CB502B
2168,Local,701681ac-6c90-4d19-8a21-7ed0ad064a7d,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/textAnnotations/Image_002_z_localWeb.html,0,Image_002_z_localWeb,1,NULL,2,Devuser.10,11,3,4A563F7C-5BB3-40E2-B74C-536F7367311B
2173,Local,Image_011_Anno_0010F4635E3-11C2-406B-ABC5-C7CDAD377DFF,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/graphicAnnotation/Image_011_Anno_001.jpg,0,Image_011_Anno_001,0,NULL,NULL,Madhu101,1,NULL,5ABC8EFB-63B2-41DC-B9F2-2050AA049847
2161,Local,cd265a34-7fb6-486d-82f1-ba2450ddf544,public/2161/A6DD2904-598B-4F0C-A9D7-DB88338026C7/images/graphicAnnotation/z_Image_001_z_Anno_001.jpg,0,z_Image_001_z_Anno_001.jpg,1,NULL,4,Devuser.10,11,3,3d095350-e113-41e7-8b9c-669e3d50d60d
2143,Local,e22ce1ff-a1d5-418b-8f3e-8c123cfbf569,public/2143/413B86EF-824B-457F-8C6D-2175360F21A3/images/textAnnotations/Image_006_z_test.html,0,Image_006_z_test,1,NULL,NULL,Madhu101,1,NULL,19E94CC8-DC8C-412A-91D8-788F16258CA7
2143,Local,48d06869-644e-469e-9228-04e52b656d73,public/2143/413B86EF-824B-457F-8C6D-2175360F21A3/audiosAnnotations/Image_006_z_hjghgj.mp3,0,Image_006_z_hjghgj.mp3,1,NULL,NULL,Madhu101,1,NULL,19E94CC8-DC8C-412A-91D8-788F16258CA7
2143,Local,d7c7face-ebb6-41b5-89cb-ddcd42aca9f2,public/2143/413B86EF-824B-457F-8C6D-2175360F21A3/images/graphicAnnotation/Image_006_z_Anno_001.jpg,0,Image_006_z_Anno_001.jpg,0,NULL,NULL,Madhu101,1,NULL,19E94CC8-DC8C-412A-91D8-788F16258CA7
2167,Local,0b3b4e2b-3a2a-441e-97d6-b2911b86386c,public/2167/3218D269-89FC-4E1C-A85D-138BFB90AC4D/images/textAnnotations/Image_004_z_testAnnot.html,0,Image_004_z_testAnnot,1,NULL,NULL,Devuser.10,11,3,2007B5F2-C4BC-455B-A3EC-C2C0238B3625
2167,Local,bbeebead-1a9a-4b49-978e-10711570e656,public/2167/3218D269-89FC-4E1C-A85D-138BFB90AC4D/images/graphicAnnotation/Image_006_z_Anno_001.jpg,0,Image_006_z_Anno_001.jpg,0,NULL,NULL,Devuser.10,11,3,C1F63BFB-C339-4B6D-AB03-9CA8D096A65C
2168,Local,f61cead9-e0d6-43fa-8100-3d6d54708715,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/textAnnotations/Image_001_z_AnnotWeb.html,0,Image_001_z_AnnotWeb,1,NULL,2,Devuser.10,11,3,25145DD9-F2F2-4949-B478-DB3943CB502B
2167,Local,69cd26bd-2d5a-421b-b3ae-ca438bebf6fd,public/2167/3218D269-89FC-4E1C-A85D-138BFB90AC4D/images/graphicAnnotation/Image_005_z_Anno_001.jpg,0,Image_005_z_Anno_001.jpg,0,NULL,NULL,Devuser.10,11,3,54E307D7-58F9-45A0-A9B6-4EBA0B328063
2168,Local,4fe1bd3e-3ddf-42a1-817f-829d60dda21a,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/graphicAnnotation/Image_001_z_Anno_002.jpg,0,Image_001_z_Anno_002.jpg,1,NULL,2,Devuser.10,11,3,25145DD9-F2F2-4949-B478-DB3943CB502B
2173,Local,b9d356dd-da58-43e6-a38a-3245204f4626,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/textAnnotations/Image_011_z_teafew.html,0,Image_011_z_teafew,0,NULL,NULL,Madhu101,1,NULL,5ABC8EFB-63B2-41DC-B9F2-2050AA049847
2173,Local,e873fc8d-1832-4631-aaa8-cca019cd95da,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/audiosAnnotations/Image_011_z_dsfdsf.mp3,0,Image_011_z_dsfdsf.mp3,0,NULL,NULL,Madhu101,1,NULL,5ABC8EFB-63B2-41DC-B9F2-2050AA049847
2168,Local,279f65c6-deb1-44e7-8b22-5b7e831fe8d3,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/graphicAnnotation/Image_001_z_Anno_002_z_Anno_003.jpg,0,Image_001_z_Anno_002_z_Anno_003.jpg,0,NULL,2,Devuser.10,11,3,816145eb-9085-4ac0-b2c8-515776cc70ab
2168,Local,62dc6e37-51bf-4670-a559-3904ad1ba074,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/graphicAnnotation/Image_001_z_Anno_003.jpg,0,Image_001_z_Anno_003.jpg,1,NULL,2,Devuser.10,11,3,816145eb-9085-4ac0-b2c8-515776cc70ab
2168,Local,90a20d38-7c71-4182-9069-d662b01d27ad,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/graphicAnnotation/Image_001_z_Anno_003.jpg,0,Image_001_z_Anno_003.jpg,1,NULL,2,Devuser.10,11,3,5c39a21b-3f99-4414-8811-88d5fdbc4dfd
2096,Local,abf6f35c-64f0-404d-b0d4-cd29683aae56,public/2096/5D8840EF-4CB8-4668-8E41-0ED704C0588B/images/graphicAnnotation/z_Image_004_z_Anno_001.jpg,0,z_Image_004_z_Anno_001.jpg,1,NULL,NULL,Devuser.10,11,3,d47340d9-c518-43bb-b2b8-123faea07fde
2168,Local,27d7d578-f032-418e-acea-f84f1b26d6e3,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/graphicAnnotation/Image_001_z_Anno_003.jpg,0,Image_001_z_Anno_003.jpg,1,NULL,2,Devuser.10,11,3,25145DD9-F2F2-4949-B478-DB3943CB502B
2160,Local,3d6621c0-053f-4ddf-8ebc-21c76cdfe9e8,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/graphicAnnotation/z_Image_001_z_Anno_002.jpg,0,z_Image_001_z_Anno_002.jpg,1,NULL,NULL,devRenameTest1,10,NULL,46243599-ea01-4d83-b431-077d19a58efa
2160,Local,8f3f115a-79df-4d8c-814c-1c803f09ba97,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/graphicAnnotation/z_renameBee5_z_Anno_003.jpg,0,z_renameBee5_z_Anno_003.jpg,1,NULL,NULL,devRenameTest1,10,NULL,46243599-ea01-4d83-b431-077d19a58efa
2160,Local,4253c65c-28c2-4393-a787-26b848c617cf,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/graphicAnnotation/z_renameBee5_z_Anno_004.jpg,0,z_renameBee5_z_Anno_004.jpg,1,NULL,NULL,devRenameTest1,10,NULL,46243599-ea01-4d83-b431-077d19a58efa
2160,Local,f3868f55-5d58-43b6-bb97-bc0b1b82cbcb,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/graphicAnnotation/z_renameBee5_z_Anno_001.jpg,0,z_renameBee5_z_Anno_001.jpg,1,NULL,NULL,devRenameTest1,10,NULL,280239d7-6863-40b5-97d5-c1455bb26379
2160,Local,ebb94dcd-4c6b-47b1-821d-34521b390b31,public/2160/4CB8117B-48B7-4F8A-A3EF-1F6107C375B1/images/graphicAnnotation/z_renameBee5_z_Anno_001.jpg,0,z_renameBee5_z_Anno_001.jpg,1,NULL,NULL,devRenameTest1,10,NULL,280239d7-6863-40b5-97d5-c1455bb26379
2181,Local,Image_005_Anno_001085086CE-6C46-4051-922D-DD764B7C39D2,public/2181/A34C8463-A29A-4BF0-BB04-A182A0A5099F/images/graphicAnnotation/Image_005_Anno_001.jpg,0,Image_005_Anno_001,1,NULL,2,Devuser.10,11,3,F0536D02-0534-4B71-89E5-60A8906CDC54
2180,Local,47890b0e-d0db-460c-8a4a-aaca061e822c,public/2180/B81AA8DA-CAC9-46B5-AF39-631344023D4B/images/graphicAnnotation/Image_006_z_Anno_001.jpg,0,Image_006_z_Anno_001.jpg,1,NULL,4,Thejes.01,1,NULL,8EC7BFD6-CE5C-435F-8E64-AF1E4FE4430D
2168,Local,aeff8075-bad1-434b-9e5d-7d3014cacaac,public/2168/850E0A68-49B6-4C94-ADFF-D28D0F72AA98/images/textAnnotations/rename3_z_testWebAnnot.html,0,rename3_z_testWebAnnot,1,NULL,2,Devuser.10,11,3,4A563F7C-5BB3-40E2-B74C-536F7367311B
2173,Local,Image_001_Anno_001C03EF0B9-47CB-49FA-A4EE-C4B077BA5AA1,public/2173/21D4AEC1-9B9D-48D6-93FF-C0334531A6DE/images/graphicAnnotation/Image_001_Anno_001.jpg,0,Image_001_Anno_001,0,NULL,NULL,Madhu101,1,NULL,3D107520-386E-4E81-8E53-6E0019AF74AC
2185,Local,Image_006_User1BB5F9199-0762-4CCE-945A-6E8D7AF9F7EC,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/textAnnotation/Image_006_User1.html,0,Image_006_User1,1,NULL,NULL,Thejes.01,1,NULL,4E63A6D9-26BD-455D-9ECF-C8300546BEFE
2185,Local,Image_006_User2DC7BA070-FBC9-4550-B501-1EA764B9F57F,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/textAnnotation/Image_006_User2.html,0,Image_006_User2,1,NULL,NULL,Thejes.01,1,NULL,4E63A6D9-26BD-455D-9ECF-C8300546BEFE
2185,Local,Image_006_User334485AF7-8EA3-4666-B408-1C2D6CA795D0,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/textAnnotation/Image_006_User3.html,0,Image_006_User3,1,NULL,NULL,Thejes.01,1,NULL,4E63A6D9-26BD-455D-9ECF-C8300546BEFE
2185,Local,Image_006_UserA306330B-52F9-4F2C-9552-F89D023CC4D8,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/audioAnnotation/Image_006_User.m4a,0,Image_006_User,1,NULL,NULL,Thejes.01,1,NULL,4E63A6D9-26BD-455D-9ECF-C8300546BEFE
2185,Local,Image_005_Anno_0014DC8DE34-DB5C-40FE-9826-FBBA36CE1237,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/graphicAnnotation/Image_005_Anno_001.jpg,0,Image_005_Anno_001,1,NULL,NULL,Thejes.01,1,NULL,01FAE06D-843C-453C-965D-7BE94124A28C
2185,Local,Image_005_Anno_00205A20D01-A728-4705-BC5B-5A59A60DC03A,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/graphicAnnotation/Image_005_Anno_002.jpg,0,Image_005_Anno_002,1,NULL,NULL,Thejes.01,1,NULL,01FAE06D-843C-453C-965D-7BE94124A28C
2185,Local,Image_005_Anno_00330E872C9-995D-4243-8DF1-35BF2AAD207A,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/graphicAnnotation/Image_005_Anno_003.jpg,0,Image_005_Anno_003,1,NULL,NULL,Thejes.01,1,NULL,01FAE06D-843C-453C-965D-7BE94124A28C
2185,Local,patient_20200521164942_gvjugjgy54F26B2D-5A9A-43D3-9845-F9EB0AF241F9,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/textAnnotation/patient_20200521164942_gvjugjgy.html,0,patient_20200521164942_gvjugjgy,1,NULL,NULL,Thejes.01,1,NULL,patient_20200521164942E58EDDBB-BF3E-4B6B-8F9B-9C4C045A0AFC
2185,Local,patient_20200521164942_vygjugtuiy5736D745-FF59-45A5-B09F-9BEF67480600,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/textAnnotation/patient_20200521164942_vygjugtuiy.html,0,patient_20200521164942_vygjugtuiy,1,NULL,NULL,Thejes.01,1,NULL,patient_20200521164942E58EDDBB-BF3E-4B6B-8F9B-9C4C045A0AFC
2185,Local,patient_20200521164942_gihhiyhiu550C08C6-7977-40D1-863E-923D3C0AE389,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/textAnnotation/patient_20200521164942_gihhiyhiu.html,0,patient_20200521164942_gihhiyhiu,1,NULL,NULL,Thejes.01,1,NULL,patient_20200521164942E58EDDBB-BF3E-4B6B-8F9B-9C4C045A0AFC
2185,Local,patient_20200521164942_guygyuk848D10EF-11C3-4A15-803E-CFD0C00E8F64,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/audioAnnotation/patient_20200521164942_guygyuk.m4a,0,patient_20200521164942_guygyuk,1,NULL,NULL,Thejes.01,1,NULL,patient_20200521164942E58EDDBB-BF3E-4B6B-8F9B-9C4C045A0AFC
2185,Local,patient_20200521164942_ghugjvjCAA92D87-1CC1-41D3-A339-D971183E1C1D,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/audioAnnotation/patient_20200521164942_ghugjvj.m4a,0,patient_20200521164942_ghugjvj,1,NULL,NULL,Thejes.01,1,NULL,patient_20200521164942E58EDDBB-BF3E-4B6B-8F9B-9C4C045A0AFC
2185,Local,secure_20200521164917_gujvyutuf16B0B4CC-30F7-482B-8784-CE59F6FA3229,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/textAnnotation/secure_20200521164917_gujvyutuf.html,0,secure_20200521164917_gujvyutuf,1,NULL,NULL,Thejes.01,1,NULL,secure_20200521164917FEEE368D-DC58-42FC-9874-CC4236B165CC
2185,Local,secure_20200521164917_gyjyfkuvy7DE60251-09A9-49A9-94A0-941A6347ECCF,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/audioAnnotation/secure_20200521164917_gyjyfkuvy.m4a,0,secure_20200521164917_gyjyfkuvy,1,NULL,NULL,Thejes.01,1,NULL,secure_20200521164917FEEE368D-DC58-42FC-9874-CC4236B165CC
2185,Local,secure_20200521164917_vjugvyu5778B8A0-1242-4ACD-BB92-3BD7F2578497,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/textAnnotation/secure_20200521164917_vjugvyu.html,0,secure_20200521164917_vjugvyu,1,NULL,NULL,Thejes.01,1,NULL,secure_20200521164917FEEE368D-DC58-42FC-9874-CC4236B165CC
2185,Local,secure_20200521164917_giyugyoibioy3803763C-557D-4EDE-B06F-B504AAB53146,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/audioAnnotation/secure_20200521164917_giyugyoibioy.m4a,0,secure_20200521164917_giyugyoibioy,1,NULL,NULL,Thejes.01,1,NULL,secure_20200521164917FEEE368D-DC58-42FC-9874-CC4236B165CC
2185,Local,Image_005_Anno_003_ujvgju7B4C5C41-F580-4049-8CE8-87D4160055B4,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/textAnnotation/Image_005_Anno_003_ujvgju.html,0,Image_005_Anno_003_ujvgju,1,NULL,NULL,Thejes.01,1,NULL,D8CC287B-F8DB-48E9-9FF7-74D25D00D0CE
2185,Local,Image_005_Anno_003_bjybiuyy0F1F73B6-F336-43DC-A16E-263C2EADAF75,public/2185/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/audioAnnotation/Image_005_Anno_003_bjybiuyy.m4a,0,Image_005_Anno_003_bjybiuyy,1,NULL,NULL,Thejes.01,1,NULL,D8CC287B-F8DB-48E9-9FF7-74D25D00D0CE
2186,Local,Image_006_Anno_0013D5266FB-8DBE-4C12-90F8-9FE4F05B8193,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/graphicAnnotation/Image_006_Anno_001.jpg,0,Image_006_Anno_001,1,NULL,NULL,Thejes.01,1,NULL,BB1EAD01-2B8F-4A90-8CD7-58AD9AAD5814
2186,Local,Image_006_yF41A1743-7E9E-46C6-B55F-B43A4CB35504,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/textAnnotation/Image_006_y.html,0,Image_006_y,1,NULL,NULL,Thejes.01,1,NULL,BB1EAD01-2B8F-4A90-8CD7-58AD9AAD5814
2186,Local,Image_006_yC0A470AB-FD8C-4868-8A35-1775DFC35CF5,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/audioAnnotation/Image_006_y.m4a,0,Image_006_y,1,NULL,NULL,Thejes.01,1,NULL,BB1EAD01-2B8F-4A90-8CD7-58AD9AAD5814
2186,Local,Image_005_Anno_001D2ECBFBB-78AA-44E9-AD51-5467641A7422,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/graphicAnnotation/Image_005_Anno_001.jpg,0,Image_005_Anno_001,1,NULL,NULL,Thejes.01,1,NULL,98350AC7-AC89-4E96-88B6-A0143C6E078E
2186,Local,Image_005_t2B796626-382E-4E42-A914-E52BCB2C18EA,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/textAnnotation/Image_005_t.html,0,Image_005_t,1,NULL,NULL,Thejes.01,1,NULL,98350AC7-AC89-4E96-88B6-A0143C6E078E
2186,Local,Image_005_u2480611C-AB30-419C-BB1B-E659D745BF1F,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/audioAnnotation/Image_005_u.m4a,0,Image_005_u,1,NULL,NULL,Thejes.01,1,NULL,98350AC7-AC89-4E96-88B6-A0143C6E078E
2186,Local,Image_003_Anno_0018ECB5A62-D15C-42F6-B11C-7AA86187E032,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/graphicAnnotation/Image_003_Anno_001.jpg,0,Image_003_Anno_001,1,NULL,NULL,Thejes.01,1,NULL,079F9F22-F45A-4953-8DB0-EB334C16B664
2186,Local,Image_003_tBFFC3195-E7D2-49D8-A31D-B4379C504E30,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/textAnnotation/Image_003_t.html,0,Image_003_t,1,NULL,NULL,Thejes.01,1,NULL,079F9F22-F45A-4953-8DB0-EB334C16B664
2186,Local,Image_003_h10E4D376-9E05-463A-B0B5-625B3FF0858D,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/images/audioAnnotation/Image_003_h.m4a,0,Image_003_h,1,NULL,NULL,Thejes.01,1,NULL,079F9F22-F45A-4953-8DB0-EB334C16B664
2186,Local,patient_20200521170014_g1AADBBB1-7086-4059-8CF6-A294998B7487,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/textAnnotation/patient_20200521170014_g.html,0,patient_20200521170014_g,1,NULL,NULL,Thejes.01,1,NULL,patient_202005211700149AB90551-D641-40C2-9A03-0EFE7195604E
2186,Local,patient_20200521170014_h2026EB06-CE6C-4166-9EA1-E2A80E492E99,public/2186/4FD46317-A91B-4B2F-A4F7-825C15F41566/pdfs/audioAnnotation/patient_20200521170014_h.m4a,0,patient_20200521170014_h,1,NULL,NULL,Thejes.01,1,NULL,patient_202005211700149AB90551-D641-40C2-9A03-0EFE7195604E
2187,Local,Image_006_Anno_0015390E804-B470-4501-9EEB-649B8D894658,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/graphicAnnotation/Image_006_Anno_001.jpg,0,Image_006_Anno_001,1,NULL,NULL,Thejes.01,1,NULL,F3573C64-7E8B-4042-BCE9-3902B7F7AA8F
2187,Local,Image_006_u2793B03D-C2F8-4A4D-A4CA-25F97DD1CFAA,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/textAnnotation/Image_006_u.html,0,Image_006_u,1,NULL,NULL,Thejes.01,1,NULL,F3573C64-7E8B-4042-BCE9-3902B7F7AA8F
2187,Local,Image_006_t0AFD97F3-CC7D-46AD-8626-654B04EF3941,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/audioAnnotation/Image_006_t.m4a,0,Image_006_t,1,NULL,NULL,Thejes.01,1,NULL,F3573C64-7E8B-4042-BCE9-3902B7F7AA8F
2187,Local,Image_005_Anno_0019E713790-3C40-4A76-8E0B-00CF2CF87C1F,public/2187/2B0D7EE4-1D58-41A5-B8C8-366A0C150494/images/graphicAnnotation/Image005Anno.jpg,670732,Image005Anno,1,NULL,NULL,Thejes.01,1,NULL,26FD8141-78BF-4DD4-A541-2AA475AAC203
